MNNCATECO         7 10  2  7
INAHCO3H          5  8  1  9
NC61CO3H          7  9  1  7
NC102OOH         10  7  1 15
TLEMUCOOH         7  6  0 10
NDNPHENO          6 11  3  4
INB1NO3           5  8  2 10
C719OOH           7  5  0 12
BZEMUCOOH         6  6  0  8
NORLIMOOH         9  5  0 16
C826OOH           8  5  0 14
DNCRESO           7  9  2  7
HOM_OH_O4        10  4  0 18
C825OH            8  4  0 14
HOM_NO7          10  7  1 15
INB1NBPAN         5 12  3  7
INB1NAPAN         5 12  3  7
HOM_O5           10  5  0 16
R_HOM_OH_O6      10  6  0 17
INANO3            5  8  2 10
HOM_OH_NO6       10  6  1 17
MMALNBCO2H        5  7  1  7
MMALNACO2H        5  7  1  7
NDNCRESO2         7 12  3  6
MNCATECO          7  8  1  8
INB1OH            5  6  1 11
INANPAN           5 12  3  7
NNCATECO          6 10  2  5
DNPHENO           6  9  2  5
C59OOH            5  5  0 10
NC524O            5  7  1 10
MVKOHAOOH         4  5  0  8
C98OOH            9  5  0 16
C732OOH           7  5  0 12
HOM_O7CBN        10  7  0 14
R_HOM_O9         10  9  0 15
NC6PAN1           7 11  2  6
MNNCATECO2        7 11  2  7
C734CO            7  5  0 10
HOM_O4           10  4  0 16
INCNO3            5  8  2 10
C732CO3H          8  6  0 12
INDHPCHO          5  7  1  9
INB1HPCHO         5  7  1  9
NDNPHENO2         6 12  3  4
INCNPAN           5 12  3  7
INANCOCO3H        5 10  2  6
HOPINONIC        10  4  0 16
INDOH             5  6  1 11
C812OH            8  4  0 14
C58NO3PAN         5 10  2  8
C57NO3PAN         5 10  2  8
H3C25CCO2H        7  5  0 10
HOM_O6CBN        10  6  0 14
C58OOH            5  5  0 10
C57OOH            5  5  0 10
DNCRESO2          7 10  2  7
NPTLQOOH          7  7  1  7
C819OOH           8  5  0 14
NCRESOOH          7  8  1  9
C818OOH           8  5  0 14
C510OOH           5  7  1  9
INAHPCHO          5  7  1  9
C722OOH           7  5  0 12
NCATECO           6  8  1  6
INAOH             5  6  1 11
INCOH             5  6  1 11
INDHPAN           5 10  2  8
INANCOPAN         5 12  3  5
NBZQOOH           6  7  1  5
H13CO2CO3H        4  6  0  6
NNCATECO2         6 11  2  5
MNCATECO2         7  9  1  8
NPHENOOH          6  8  1  7
DNPHENO2          6 10  2  5
PTLQOOH           7  5  0  8
C728OH            7  4  0 14
C730OH            7  4  0 14
C733OOH           7  5  0 12
C57AOOH           5  5  0 10
C58AOOH           5  5  0 10
C87CO2H           9  5  0 12
INAHPAN           5 10  2  8
HOM18_O4         18  4  0 26
CRESOOH           7  6  0 10
MMALNACO3H        5  8  1  7
MMALNBCO3H        5  8  1  7
NC71OOH           7  7  1  9
NC524O2           5  8  1 10
TLEMUCNO3         7  7  1  9
PBZQOOH           6  5  0  6
LIMONIC           9  4  0 14
LIMALOH          10  4  0 18
C6COOHCO3H        7  6  0  8
BZEMUCNO3         6  7  1  7
PHENOOH           6  6  0  8
C719NO3           7  6  1 11
NC101OOH         10  6  1 15
HMVKNO3           4  6  1  7
HOM_OH_O6CBN     10  6  0 16
C920CO3H         10  5  0 16
PINIC             9  4  0 14
LMLKBOOH          9  5  0 14
MVKOHAOH          4  4  0  8
C108OOH          10  5  0 16
C106OOH          10  5  0 16
R_HOM_O8         10  8  0 15
H3C25CCO3H        7  6  0 10
C5COOHCO3H        6  6  0  6
HIEPOXB           5  4  0 10
NCATECO2          6  9  1  6
C98NO3            9  6  1 15
C916OOH           9  5  0 14
C919OOH           9  5  0 14
NTLFUOOH          5  7  1  7
NPXYFUOOH         5  7  1  7
TLEMUCOH          7  5  0 10
C614OOH           6  5  0 10
C823OOH           8  4  0 14
MACRNCO2H         4  6  1  7
INANCO            5  8  2  8
HOM_OH_O4CBN     10  4  0 16
C825CO            8  4  0 12
C623OH            6  4  0 12
C629OOH           6  5  0 10
C628OOH           6  5  0 10
BZEMUCOH          6  5  0  8
C920OOH           9  4  0 16
TLFUOOH           5  5  0  8
PXYFUOOH          5  5  0  8
HOM_O5CBN        10  5  0 14
R_HOM_O7         10  7  0 15
C625OH            6  4  0 12
INB1NACHO         5  8  2  8
INB1NBCHO         5  8  2  8
NBZFUOOH          4  7  1  5
C524OOH           5  4  0 10
C2OHOCO2H         3  4  0  6
H3C25C6OOH        6  5  0 10
C732OH            7  4  0 12
C926OOH           9  5  0 14
C811OOH           8  4  0 14
INB1CO            5  6  1  9
LMLKAOOH          9  5  0 14
C87CO3H           9  6  0 12
BZFUOOH           4  5  0  6
HMACROH           4  4  0  8
C513OOH           5  5  0  8
C925O             9  5  0 15
C922O             9  5  0 15
C924OOH           9  4  0 16
C826OH            8  4  0 14
INANCHO           5  8  2  8
MVKOHANO3         4  6  1  7
C44OOH            4  5  0  6
HOM_NO6          10  6  1 15
C719OH            7  4  0 12
C823CO3H          9  5  0 14
C4PAN10           4  8  1  5
C914OOH           9  5  0 12
C813O             8  5  0 13
H3C25C6PAN        7  8  1  9
C97OOH            9  4  0 16
C6CO2OHPAN        7  8  1  7
MMALNBPAN         5 10  2  6
MMALNAPAN         5 10  2  6
NORPINIC          8  4  0 12
C87OOH            8  5  0 12
H1C23C4OOH        4  5  0  6
LMKAOOH           9  4  0 16
C57NO3            5  6  1  9
C58NO3            5  6  1  9
C920PAN          10  7  1 15
C525O             5  5  0  9
C98OH             9  4  0 16
INCNCHO           5  8  2  8
C811CO3H          9  5  0 14
HC23C4CO3H        5  6  0  6
C824OOH           8  4  0 14
C3DIOLOOH         3  4  0  8
C4MALOHOOH        5  5  0  8
C818OH            8  4  0 14
LIMCOOH          10  3  0 18
BPINCOOH         10  3  0 18
INCCO             5  6  1  9
IEC2OOH           5  5  0  8
C520OOH           5  5  0  8
NBPINAOOH        10  5  1 17
NBPINBOOH        10  5  1 17
C5CO2OHPAN        6  8  1  5
LMKBOOH           9  4  0 16
MALDIALOOH        4  5  0  6
INDHCHO           5  6  1  9
R_HOM_OH_O7      10  7  0 17
C517CO2H          6  4  0 10
C519CO2H          6  4  0 10
BPINAOOH         10  3  0 18
C106NO3          10  6  1 15
C108NO3          10  6  1 15
C734O             7  5  0 11
C735OOH           7  5  0 10
MACRNCO3H         4  7  1  7
HIEB1O            5  5  0  9
MACRNBCO2H        4  6  1  7
MACRNBCO3H        4  6  1  7
NCRESOH           7  7  1  9
C87PAN            9  8  1 11
C919NO3           9  6  1 13
C916NO3           9  6  1 13
C925O2            9  6  0 15
C922O2            9  6  0 15
NC4MDCO2H         5  5  1  5
C5DICAROOH        5  5  0  8
LIMALBOOH        10  4  0 16
KLIMONONIC        9  4  0 14
C533OOH           5  6  0  8
NC91CO3H         10  6  1 15
C811PAN           9  7  1 13
PTLQOH            7  4  0  8
C733OH            7  4  0 12
INAHCHO           5  6  1  9
C510OH            5  6  1  9
MMALNHYOOH        5  6  0  6
C716OOH           7  5  0 10
C717OOH           7  5  0 10
C620OOH           6  5  0  8
C616OOH           6  5  0  8
C721OOH           7  4  0 12
NAPINAOOH        10  5  1 17
NAPINBOOH        10  5  1 17
R_HOM_OH_O5      10  5  0 17
NC4DCO2H          4  5  1  3
LMLKBOH           9  4  0 14
C109OOH          10  4  0 16
C57OH             5  4  0 10
C58OH             5  4  0 10
C813O2            8  6  0 13
C614NO3           6  6  1  9
C88CO2H           9  4  0 12
H1C23C4PAN        5  8  1  5
DHPMEK            4  5  0  8
NPHENOH           6  7  1  7
R_HOM_O6         10  6  0 15
NCRES1OOH         1  4  1 79
HIEB2O            5  5  0  9
PBZQOH            6  4  0  6
C721CO3H          8  5  0 12
DHPMPAL           4  5  0  8
DNCRES            1  5  2 78
BPINBOOH         10  3  0 18
C235C6CO3H        7  6  0  8
APINCOOH         10  3  0 18
TLEMUCCO          7  5  0  8
C731CO2H          8  4  0 12
MALANHYOOH        4  6  0  4
LIMALAOOH        10  4  0 16
C537O             5  6  0  9
C536O             5  6  0  9
C823OH            8  3  0 14
C2OHOCOOH         3  5  0  6
C525O2            5  6  0  9
CRESOH            7  5  0 10
C821OOH           7  5  0 10
C811NO3           8  5  1 13
BZEMUCCO          6  5  0  6
APINAOOH         10  3  0 18
HOM_O3           10  3  0 16
C7PAN3            7  8  1  7
HOM_NO5          10  5  1 15
PINALOOH         10  4  0 16
C107OOH          10  4  0 16
HMVKBCO2H         5  4  0  8
C108OH           10  4  0 16
C106OH           10  4  0 16
C811OH            8  3  0 14
C734O2            7  6  0 11
INANCOCHO         5  8  2  6
C917OOH           9  4  0 14
C918CO3H         10  4  0 16
C621O             6  5  0  9
C721PAN           8  7  1 11
H3C25C6OH         6  4  0 10
C614OH            6  4  0 10
H14CO23C4         4  4  0  6
C524NO3           5  5  1  9
LIMAOOH          10  3  0 18
MNCATECH          1  4  1 79
C515CO3H          6  6  0  6
C919OH            9  4  0 14
C916OH            9  4  0 14
TLFUOH            5  4  0  8
C810OOH           8  4  0 14
LMLKAOH           9  4  0 14
PHENOH            6  5  0  8
NC91PAN          10  8  2 14
C817CO3H          9  5  0 14
CO235C6OOH        6  5  0  8
C519CO3H          6  5  0 10
C517CO3H          6  5  0 10
APINBOOH         10  3  0 18
H3C2C4CO2H        5  4  0  8
HIEB1O2           5  6  0  9
C615CO2H          7  4  0 10
C516O             5  5  0  7
C718CO2H          8  4  0 12
C87OH             8  4  0 12
C9DCOOH           9  4  0 12
C915OOH           9  4  0 14
TLEMUCCO2H        7  4  0  8
MCATEC1OOH        1  3  0 80
HOCO3C4OOH        4  4  0  8
BPINCNO3         10  4  1 17
NBZFUONE          4  6  1  3
C4M2ALOHNO3       5  6  1  7
C924OH            9  3  0 16
C524OH            5  3  0 10
TLBIPEROOH        7  5  0 10
BZFUOH            4  4  0  6
C88CO3H           9  5  0 12
CO25C6CO2H        7  4  0 10
HMVKNGLYOX        4  6  1  5
LIMBOOH          10  3  0 18
C914OH            9  4  0 12
INB1GLYOX         5  6  1  7
C926OH            9  4  0 14
C513OH            5  4  0  8
DNPHEN            0  5  2 76
BPINANO3         10  4  1 17
C51OOH            5  4  0 10
C519OOH           5  4  0 10
C517OOH           5  4  0 10
C921O             9  4  0 15
HOM_O4CBN        10  4  0 14
C732CO            7  4  0 10
C626CO2H          7  4  0 10
PXYFUOH           5  4  0  8
MACRNPAN          4  9  2  6
C629OH            6  4  0 10
C628OH            6  4  0 10
C918OOH           9  4  0 14
C515PAN           6  8  1  5
C825O             8  4  0 13
HOCH2COCO2H       3  4  0  4
C622CO2H          7  3  0 12
C624CO2H          7  3  0 12
C515OOH           5  5  0  6
C530OOH           5  4  0 10
NPHEN1OOH         0  4  1 77
C731CO3H          8  5  0 12
HIEB2O2           5  6  0  9
C817OOH           8  4  0 14
C88PAN            9  7  1 11
LIMONONIC        10  3  0 16
C717NO3           7  6  1  9
BZBIPEROOH        6  5  0  8
C818CO            8  4  0 12
C537O2            5  7  0  9
C536O2            5  7  0  9
CONM2CO2H         4  6  1  5
C812O             8  4  0 13
BZEMUCCO2H        6  4  0  6
INDO              5  6  1 10
INB1O             5  6  1 10
C824OH            8  3  0 14
NC71CO            7  6  1  7
C512CO2H          6  4  0  8
LIMALBOH         10  3  0 16
C97OH             9  3  0 16
PINONIC          10  3  0 16
HMVKBOOH          4  4  0  8
C621O2            6  6  0  9
H13CO2CHO         4  4  0  6
LMKAOH            9  3  0 16
C727CO3H          8  5  0 12
MACROOH           4  4  0  8
BPINBNO3         10  4  1 17
APINCNO3         10  4  1 17
NCATECHOL         0  4  1 77
HMVKBCO3H         5  5  0  8
C86OOH            8  4  0 14
INB2O             5  6  1 10
INAO              5  6  1 10
INCGLYOX          5  6  1  7
PINALNO3         10  5  1 15
C731OOH           7  4  0 12
C109OH           10  3  0 16
BPINCOH          10  2  0 18
LIMCOH           10  2  0 18
C810NO3           8  5  1 13
C822CO2H          9  3  0 14
C617CO2H          7  4  0 10
C618CO2H          7  4  0 10
C733CO            7  4  0 10
LMLKBCO           9  4  0 12
C88OOH            8  4  0 12
C718CO3H          8  5  0 12
HOHOC4DIAL        4  4  0  6
APINANO3         10  4  1 17
HOCHOCOOH         3  4  0  6
PTLQCO            7  4  0  6
C720OOH           7  3  0 12
C917NO3           9  5  1 13
LIMALO           10  4  0 17
C516O2            5  6  0  7
HOM_O3CBN        10  3  0 14
TLEMUCCO3H        7  5  0  8
C820O             8  5  0 11
C921O2            9  5  0 15
BPINAOH          10  2  0 18
C615CO3H          7  5  0 10
C918PAN          10  6  1 15
C67CO3H           6  5  0 10
BZFUCO            4  4  0  4
H3C2C4CO3H        5  5  0  8
CO25C6CO3H        7  5  0 10
NC102O           10  6  1 14
C89CO2H           9  3  0 14
NC4CO2H           5  5  1  7
C4M2AL2OH         5  4  0  8
C728O             7  4  0 13
C730O             7  4  0 13
C514CO23OH        5  4  0  8
C5DIALOOH         5  4  0  6
C717OH            7  4  0 10
C716OH            7  4  0 10
HC4ACO2H          5  3  0  8
HC4CCO2H          5  3  0  8
INCO              5  6  1 10
C620OH            6  4  0  8
C616OH            6  4  0  8
MACRNBPAN         4  9  2  6
NC72O             7  7  1  6
C518CO2H          6  3  0 10
C825O2            8  5  0 13
C520OH            5  4  0  8
CATEC1OOH         0  3  0 78
C735OH            7  4  0 10
C9DCNO3           9  5  1 11
C626CO3H          7  5  0 10
C727OOH           7  4  0 12
C915NO3           9  5  1 13
C526O             5  5  0  9
C527O             5  5  0  9
APINBNO3         10  4  1 17
C923CO3H         10  4  0 16
C531OOH           5  5  0  6
LIMALAOH         10  3  0 16
CO2N3CO3H         4  7  1  5
A2PAN             3  7  1  5
C514OOH           5  4  0  8
PBZQCO            6  4  0  4
C622CO3H          7  4  0 12
C624CO3H          7  4  0 12
C812O2            8  5  0 13
NLIMALOOH        10  7  1 17
C619OOH           6  4  0  8
INB1O2            5  7  1 10
INDO2             5  7  1 10
CO2N3PAN          4  9  2  4
C87CO             8  4  0 10
C718OOH           7  4  0 12
IECCO3H           5  5  0  8
COHM2CO2H         4  4  0  6
HMVKAOOH          4  4  0  8
HO14CO2C4         4  3  0  8
C718PAN           8  7  1 11
CONM2CO3H         4  7  1  5
TLBIPERNO3        7  6  1  9
C918NO3           9  5  1 13
HPC52CO3          5  8  0  9
C615CO2OOH        6  4  0  8
C55OOH            5  4  0 10
PERPINONIC       10  4  0 16
HMACO2H           4  3  0  6
BZEMUCCO3H        6  5  0  6
TLEMUCPAN         7  7  1  7
HPC52O            5  5  0  9
C627OOH           6  4  0 10
C512CO3H          6  5  0  8
LMLKACO           9  4  0 12
C23O3CCO2H        5  5  0  6
MALANHY2OH        4  5  0  4
NOPINCOOH         9  3  0 14
MMALNHY2OH        5  5  0  6
C24O3CCO2H        5  5  0  6
C10PAN2          10  6  1 15
NC102O2          10  7  1 14
APINCOH          10  2  0 18
INAO2             5  7  1 10
INB2O2            5  7  1 10
C614CO            6  4  0  8
C626OOH           6  4  0 10
LIMALO2          10  5  0 17
C823CO            8  3  0 12
C729CO2H          8  3  0 12
C624OOH           6  3  0 12
C615OOH           6  4  0 10
C622OOH           6  3  0 12
NOPINDOOH         9  3  0 14
NOPINBOOH         9  3  0 14
NOPINAOOH         9  3  0 14
C820O2            8  6  0 11
R_HOM_O5         10  5  0 15
C6PAN9            6  7  1  9
C914CO            9  4  0 10
C822CO3H          9  4  0 14
C923OOH           9  3  0 16
C51NO3            5  5  1  9
C617CO3H          7  5  0 10
C618CO3H          7  5  0 10
IEACO3H           5  5  0  8
H3C2C4PAN         5  7  1  7
C924CO            9  3  0 14
NC72O2            7  8  1  6
C826O             8  4  0 13
NORLIMO           9  4  0 15
C107OH           10  3  0 16
PINALOH          10  3  0 16
GENERIC          22  2  0 141
